Idx_Sample,Ref.,Mixture Code in Ref,SiO2,Al2O3,Fe2O3,CaO,MgO,Na2O,K2O,SO3,TiO2,P2O5,SrO,Mn2O3,MnO,LOI,OPC (kg/m3),FA (kg/m3),GGBFS (kg/m3),SF (kg/m3),MK (kg/m3),Other SCM (kg/m3),Coarse aggregate (kg/m3),Fine aggregate (kg in 1m3 mix),Total aggregates (kg in 1m3 mix),Coarse Agg density (kg/m3),Fine Agg density (kg/m3),Total Na2SiO3 (kg in 1m3 of mix),Na2O (l),SiO2 (l),H2O,Total NaOH (kg in 1m3 mix),Concentration (M) NaOH,AL/B,SH/SS,Ms,Ag/B,W/B,Additional water (kg in 1m3 mix),Sp/B,Superplasticizer (kg in 1m3 mix),Total water (in solutions + additional) (kg in 1m3 mix),Initial curing time (day),Initial curing temp (C),Initial curing rest time (day),Final curing temp (C),7d CS,28d CS,1-d Cubic compressive strength (MPa),3-d Cubic compressive strength (MPa),7-d Cubic compressive strength (MPa),14-d Cubic compressive strength (MPa) ,21-d Cubic compressive strength (MPa),28-d Cubic compressive strength (MPa),56-d Cubic compressive strength (MPa),90-d Cubic compressive strength (MPa) ,180-d Cubic compressive strength (MPa),365-d Cubic compressive strength (MPa) ,1-d Cylindrical compressive strength (MPa),2-d Cylindrical compressive strength (MPa),3-d Cylindrical compressive strength (MPa),4-d Cylindrical compressive strength (MPa),5-d Cylindrical compressive strength (MPa),7-d Cylindrical compressive strength (MPa),12-d Cylindrical compressive strength (MPa),14-d Cylindrical compressive strength (MPa),21-d Cylindrical compressive strength (MPa),28-d Cylindrical compressive strength (MPa),56-d Cylindrical compressive strength (MPa) ,90-d Cylindrical compressive strength (MPa),180-d Cylindrical compressive strength (MPa) ,365-d Cylindrical compressive strength (MPa),Slump (mm),flowtable,"CO2 footprint
(kg emision per 1m3 of samples produced and cured)
[108] and [109] used"
919,[67],GPC-HC-12,58.772,23.615,4.99,6.427,1.191,0.441,1.284,0.487,1.157,0.191,0,0.124,,1.323,,271.6,38.8,,77.6,,1221.2,620.8,1842,2.65,2.8,138.7,14.70%,29.40%,56%,55.3,12,0.5,0.398702235,2.0,4.7,0.3,13.3,0,0,119.5893,1,90,,24,50.64,48.56,,,,,,,,,,,60.5,,60.8,,,63.3,,,,60.7,,,,,,,180.0256933
921,[68],GPC-60D-8h,58.772,23.615,4.99,6.427,1.191,0.441,1.284,0.487,1.157,0.191,0,0.124,,1.323,,271.6,38.8,,77.6,,1221.2,620.8,1842,2.8,2.65,138.7,14.70%,29.40%,56%,55.3,12,0.5,0.398702235,2.0,4.7,0.3,13.3,0,0,119.5893,0.333333333,60,,24,,21.92,,,,,,,,,,,,,,,,,,,,27.4,,,,,,,145.8034711
922,[68],GPC-60D-12h,58.772,23.615,4.99,6.427,1.191,0.441,1.284,0.487,1.157,0.191,0,0.124,,1.323,,271.6,38.8,,77.6,,1221.2,620.8,1842,2.8,2.65,138.7,14.70%,29.40%,56%,55.3,12,0.5,0.398702235,2.0,4.7,0.3,13.3,0,0,119.5893,0.5,60,,24,,30.24,,,,,,,,,,,,,,,,,,,,37.8,,,,,,,149.5465267
923,[68],GPC-60D-18h,58.772,23.615,4.99,6.427,1.191,0.441,1.284,0.487,1.157,0.191,0,0.124,,1.323,,271.6,38.8,,77.6,,1221.2,620.8,1842,2.8,2.65,138.7,14.70%,29.40%,56%,55.3,12,0.5,0.398702235,2.0,4.7,0.3,13.3,0,0,119.5893,0.75,60,,24,,36.48,,,,,,,,,,,,,,,,,,,,45.6,,,,,,,155.16111
924,[68],GPC-60D-24h,58.772,23.615,4.99,6.427,1.191,0.441,1.284,0.487,1.157,0.191,0,0.124,,1.323,,271.6,38.8,,77.6,,1221.2,620.8,1842,2.8,2.65,138.7,14.70%,29.40%,56%,55.3,12,0.5,0.398702235,2.0,4.7,0.3,13.3,0,0,119.5893,1,60,,24,,40,,,,,,,,,,,,,,,,,,,,50,,,,,,,160.7756933
925,[68],GPC-75D-8h,58.772,23.615,4.99,6.427,1.191,0.441,1.284,0.487,1.157,0.191,0,0.124,,1.323,,271.6,38.8,,77.6,,1221.2,620.8,1842,2.8,2.65,138.7,14.70%,29.40%,56%,55.3,12,0.5,0.398702235,2.0,4.7,0.3,13.3,0,0,119.5893,0.333333333,75,,24,,35.84,,,,,,,,,,,,,,,,,,,,44.8,,,,,,,149.0118044
926,[68],GPC-75D-12h,58.772,23.615,4.99,6.427,1.191,0.441,1.284,0.487,1.157,0.191,0,0.124,,1.323,,271.6,38.8,,77.6,,1221.2,620.8,1842,2.8,2.65,138.7,14.70%,29.40%,56%,55.3,12,0.5,0.398702235,2.0,4.7,0.3,13.3,0,0,119.5893,0.5,75,,24,,43.12,,,,,,,,,,,,,,,,,,,,53.9,,,,,,,154.3590267
927,[68],GPC-75D-18h,58.772,23.615,4.99,6.427,1.191,0.441,1.284,0.487,1.157,0.191,0,0.124,,1.323,,271.6,38.8,,77.6,,1221.2,620.8,1842,2.8,2.65,138.7,14.70%,29.40%,56%,55.3,12,0.5,0.398702235,2.0,4.7,0.3,13.3,0,0,119.5893,0.75,75,,24,,48,,,,,,,,,,,,,,,,,,,,60,,,,,,,162.37986
928,[68],GPC-75D-24h,58.772,23.615,4.99,6.427,1.191,0.441,1.284,0.487,1.157,0.191,0,0.124,,1.323,,271.6,38.8,,77.6,,1221.2,620.8,1842,2.8,2.65,138.7,14.70%,29.40%,56%,55.3,12,0.5,0.398702235,2.0,4.7,0.3,13.3,0,0,119.5893,1,75,,24,,49.84,,,,,,,,,,,,,,,,,,,,62.3,,,,,,,170.4006933
929,[68],GPC-90D-8h,58.772,23.615,4.99,6.427,1.191,0.441,1.284,0.487,1.157,0.191,0,0.124,,1.323,,271.6,38.8,,77.6,,1221.2,620.8,1842,2.8,2.65,138.7,14.70%,29.40%,56%,55.3,12,0.5,0.398702235,2.0,4.7,0.3,13.3,0,0,119.5893,0.333333333,90,,24,,41.76,,,,,,,,,,,,,,,,,,,,52.2,,,,,,,152.2201378
930,[68],GPC-90D-12h,58.772,23.615,4.99,6.427,1.191,0.441,1.284,0.487,1.157,0.191,0,0.124,,1.323,,271.6,38.8,,77.6,,1221.2,620.8,1842,2.8,2.65,138.7,14.70%,29.40%,56%,55.3,12,0.5,0.398702235,2.0,4.7,0.3,13.3,0,0,119.5893,0.5,90,,24,,46.88,,,,,,,,,,,,,,,,,,,,58.6,,,,,,,159.1715267
931,[68],GPC-90D-18h,58.772,23.615,4.99,6.427,1.191,0.441,1.284,0.487,1.157,0.191,0,0.124,,1.323,,271.6,38.8,,77.6,,1221.2,620.8,1842,2.8,2.65,138.7,14.70%,29.40%,56%,55.3,12,0.5,0.398702235,2.0,4.7,0.3,13.3,0,0,119.5893,0.75,90,,24,,47.84,,,,,,,,,,,,,,,,,,,,59.8,,,,,,,169.59861
932,[68],GPC-90D-24h,58.772,23.615,4.99,6.427,1.191,0.441,1.284,0.487,1.157,0.191,0,0.124,,1.323,,271.6,38.8,,77.6,,1221.2,620.8,1842,2.8,2.65,138.7,14.70%,29.40%,56%,55.3,12,0.5,0.398702235,2.0,4.7,0.3,13.3,0,0,119.5893,1,90,,24,,48.56,,,,,,,,,,,,,,,,,,,,60.7,,,,,,,180.0256933
933,[69],GPF,50.7,28.8,8.8,2.38,1.39,0.84,2.4,0.3,0,0,0,0,,3.79,,400,,,,,1293,554,1847,2.5,2.6,112.9,11.40%,28.50%,60%,45.2,14,0.39525,0.400354296,2.5,4.6,0.2,0,0.01,4,90.1409,3,100,2,24,35.9312,45.7323,,30.1851,35.9312,40.4108,40.2829,45.7323,,,,,,,,,,,,,,,,,,,30,,251.47708
934,[69],GP1,52.8485,27.4015,8.425,2.2765,1.3625,0.818,2.335,0.293,0,0,0,0,,3.7055,,380,,20,,,1293,554,1847,2.5,2.6,112.9,11.40%,28.50%,60%,45.2,14,0.39525,0.400354296,2.5,4.6,0.2,0,0.01,4,90.1409,3,100,2,24,44.1737,46.4595,,43.7608,44.1737,44.7745,44.648,46.4595,,,,,,,,,,,,,,,,,,,30,,251.67708
935,[69],GP2,54.997,26.003,8.05,2.173,1.335,0.796,2.27,0.286,0,0,0,0,,3.621,,360,,40,,,1293,554,1847,2.5,2.6,112.9,11.40%,28.50%,60%,45.2,14,0.39525,0.400354296,2.5,4.6,0.2,0,0.01,4,90.1409,3,100,2,24,49.0221,49.8535,,36.973,49.0221,49.6215,49.7375,49.8535,,,,,,,,,,,,,,,,,,,28,,251.87708
936,[69],GP3,57.1455,24.6045,7.675,2.0695,1.3075,0.774,2.205,0.279,0,0,0,0,,3.5365,,340,,60,,,1293,554,1847,2.5,2.6,112.9,11.40%,28.50%,60%,45.2,14,0.39525,0.400354296,2.5,4.6,0.2,0,0.01,4,90.1409,3,100,2,24,43.9312,51.0656,,44.0033,43.9312,44.773,46.345,51.0656,,,,,,,,,,,,,,,,,,,28,,252.07708
937,[69],GP4,59.294,23.206,7.3,1.966,1.28,0.752,2.14,0.272,0,0,0,0,,3.452,,320,,80,,,1293,554,1847,2.5,2.6,112.9,11.40%,28.50%,60%,45.2,14,0.39525,0.400354296,2.5,4.6,0.2,0,0.01,4,90.1409,3,100,2,24,63.8085,69.0035,,63.1533,63.8085,67.5609,67.4345,69.0035,,,,,,,,,,,,,,,,,,,15,,252.27708
938,[70],Mix 1,61.89,28.05,4.11,0.87,0.38,0.4,0.82,1.32,0,0,0,0,,0.49,,500,,,,,1321,320,1641,2.745,2.62,120,9.00%,28.00%,63%,80,16,0.4,0.666666667,3.1,3.3,0.2,0,0.012,6,108,1,60,,24,,53.56,,,,,,53.56,,55.33,,,,,,,,,,,,,,,,,35,,184.8631333
939,[70],Mix 2,61.89,28.05,4.11,0.87,0.38,0.4,0.82,1.32,0,0,0,0,,0.49,,400,,,,,1419,344,1763,2.745,2.62,120,9.00%,28.00%,63%,80,16,0.5,0.666666667,3.1,4.4,0.3,0,0.01,4,106.8,1,60,,24,,45.95,,,,,,45.95,,47.49,,,,,,,,,,,,,,,,,60,,181.2887333
940,[70],Mix 3,61.89,28.05,4.11,0.87,0.38,0.4,0.82,1.32,0,0,0,0,,0.49,,333,,,,,1485,360,1845,2.745,2.62,120,9.00%,28.00%,63%,80,16,0.600600601,0.666666667,3.1,5.5,0.3,0,0.00960961,3.2,106.32,1,60,,24,,37.12,,,,,,37.12,,39.96,,,,,,,,,,,,,,,,,80,,179.9103333
941,[70],Mix 4,61.89,28.05,4.11,0.87,0.38,0.4,0.82,1.32,0,0,0,0,,0.49,,286,,,,,1533,371,1904,2.745,2.62,120,9.00%,28.00%,63%,80,16,0.699300699,0.666666667,3.1,6.7,0.4,0,0,0,104.4,1,60,,24,,33.41,,,,,,33.41,,36.85,,,,,,,,,,,,,,,,,110,,173.9895333
942,[70],Mix 5,61.89,28.05,4.11,0.87,0.38,0.4,0.82,1.32,0,0,0,0,,0.49,,250,,,,,1567,380,1947,2.745,2.62,120,9.00%,28.00%,63%,80,16,0.8,0.666666667,3.1,7.8,0.4,0,0,0,104.4,1,60,,24,,23.45,,,,,,23.45,,28.26,,,,,,,,,,,,,,,,,300,,174.0519333
943,[71],C1,68.1,24.1,3.73,0.91,0.22,0.08,0.35,0.03,1.14,0,0,0,,0,,,,,222.5,,1161.4,875,2036.4,,,183.9,8.00%,26.50%,66%,,,0.826516854,0,3.3,9.2,0.6,2.6,0,0,123.0545,,25,,24,24.6,,,,24.6,,,,,,,,,,,,,,,,,,,,,,0,,185.21422
944,[71],C2,68.1,24.1,3.73,0.91,0.22,0.08,0.35,0.03,1.14,0,0,0,,0,,,,,210.1,,1150.9,867,2017.9,,,173.7,8.00%,26.50%,66%,,,0.826749167,0,3.3,9.6,0.6,22.3,0,0,136.0735,,25,,24,47.7,,,,47.7,,,,,,,,,,,,,,,,,,,,,,0,,175.44642
945,[71],C3,68.1,24.1,3.73,0.91,0.22,0.08,0.35,0.03,1.14,0,0,0,,0,,,,,196.9,,1139.7,858.6,1998.3,,,162.8,8.00%,26.50%,66%,,,0.826815642,0,3.3,10.1,0.8,43.4,0,0,150.034,,25,,24,26.3,,,,26.3,,,,,,,,,,,,,,,,,,,,,,0,,164.96584
946,[71],C4,68.1,24.1,3.73,0.91,0.22,0.08,0.35,0.03,1.14,0,0,0,,0,,,,,289,,1055.3,796.3,1851.6,,,238.9,8.00%,26.50%,66%,,,0.826643599,0,3.3,6.4,0.6,3.2,0,0,159.6795,,25,,24,58.5,,,,58.5,,,,,,,,,,,,,,,,,,,,,,0,,236.60468
947,[71],C5,68.1,24.1,3.73,0.91,0.22,0.08,0.35,0.03,1.14,0,0,0,,0,,,,,272,,1042.7,786.8,1829.5,,,225,8.00%,26.50%,66%,,,0.827205882,0,3.3,6.7,0.6,29,0,0,176.375,,25,,24,49.5,,,,49.5,,,,,,,,,,,,,,,,,,,,,,48,,223.3951
948,[71],C6,68.1,24.1,3.73,0.91,0.22,0.08,0.35,0.03,1.14,0,0,0,,0,,,,,254.2,,1029.6,776.9,1806.5,,,210.1,8.00%,26.50%,66%,,,0.826514555,0,3.3,7.1,0.8,56.2,0,0,193.8155,,25,,24,18.8,,,,18.8,,,,,,,,,,,,,,,,,,,,,,155,,208.9827
949,[71],C7,68.1,24.1,3.73,0.91,0.22,0.08,0.35,0.03,1.14,0,0,0,,0,,,,,350,,957.9,723.5,1681.4,,,289.4,8.00%,26.50%,66%,,,0.826857143,0,3.3,4.8,0.6,3.9,0,0,193.457,,25,,24,65.4,,,,65.4,,,,,,,,,,,,,,,,,,,,,,155,,284.05572
950,[71],C8,68.1,24.1,3.73,0.91,0.22,0.08,0.35,0.03,1.14,0,0,0,,0,,,,,328.7,,944.3,713.2,1657.5,,,271.8,8.00%,26.50%,66%,,,0.826893824,0,3.3,5.0,0.6,35,0,0,213.029,,25,,24,44.8,,,,44.8,,,,,,,,,,,,,,,,,,,,,,230,,267.129
951,[71],C9,68.1,24.1,3.73,0.91,0.22,0.08,0.35,0.03,1.14,0,0,0,,0,,,,,306.4,,929.9,702.4,1632.3,,,253.3,8.00%,26.50%,66%,,,0.826697128,0,3.3,5.3,0.8,67.6,0,0,233.5115,,25,,24,19,,,,19,,,,,,,,,,,,,,,,,,,,,,250,,211.24204
952,[72],SiO3/OH = 0.5 60ºC AL/GGBFS = 0.25,34.01,16.62,1.71,34.85,9.11,0.48,0.46,1.55,0.69,0.04,0,0,,0.25,,,560,,,,1148,668,1816,2.74,2.74,108,23.30%,20.80%,56%,32,14,0.25,0.296296296,0.9,3.2,0.1,0,0,0,74.452,0.25,60,,24,26.84,30.27,,18.65,26.84,,,30.27,36.45,,,,,,,,,,,,,,,,,,,,116.6481833
953,[72],SiO3/OH = 1.5 60ºC AL/GGBFS = 0.25,34.01,16.62,1.71,34.85,9.11,0.48,0.46,1.55,0.69,0.04,0,0,,0.3,,,560,,,,1148,668,1816,2.74,2.74,129,23.30%,20.80%,56%,39,14,0.3,0.302325581,0.9,3.2,0.2,0,0,0,89.271,0.25,60,,24,30.65,33.47,,21.72,30.65,,,33.47,42.6,,,,,,,,,,,,,,,,,,,,131.7149833
954,[72],SiO3/OH = 2.5 60ºC AL/GGBFS = 0.25,34.01,16.62,1.71,34.85,9.11,0.48,0.46,1.55,0.69,0.04,0,0,,0.35,,,560,,,,1148,668,1816,2.74,2.74,151,23.30%,20.80%,56%,45,14,0.35,0.298013245,0.9,3.2,0.2,0,0,0,104.209,0.25,60,,24,27.24,32.76,,24.96,27.24,,,32.76,49.24,,,,,,,,,,,,,,,,,,,,146.0693833
955,[72],SiO3/OH = 0.5 60ºC AL/GGBFS = 0.30,34.01,16.62,1.71,34.85,9.11,0.48,0.46,1.55,0.69,0.04,0,0,,0.25,,,560,,,,1148,668,1816,2.74,2.74,82,23.30%,20.80%,56%,58,14,0.25,0.707317073,0.9,3.2,0.1,0,0,0,71.358,0.25,60,,24,31.11,35.68,,29.13,31.11,,,35.68,39.87,,,,,,,,,,,,,,,,,,,,135.1705833
956,[72],SiO3/OH = 1.5 60ºC AL/GGBFS = 0.30,34.01,16.62,1.71,34.85,9.11,0.48,0.46,1.55,0.69,0.04,0,0,,0.3,,,560,,,,1148,668,1816,2.74,2.74,89,23.30%,20.80%,56%,69,14,0.282142857,0.775280899,0.9,3.2,0.1,0,0,0,80.111,0.25,60,,24,33.87,34.42,,30.23,33.87,,,34.42,35.95,,,,,,,,,,,,,,,,,,,,149.4869833
957,[72],SiO3/OH = 2.5 60ºC AL/GGBFS = 0.30,34.01,16.62,1.71,34.85,9.11,0.48,0.46,1.55,0.69,0.04,0,0,,0.35,,,560,,,,1148,668,1816,2.74,2.74,115,23.30%,20.80%,56%,81,14,0.35,0.704347826,0.9,3.2,0.2,0,0,0,99.925,0.25,60,,24,25.4,29.42,,17.09,25.4,,,29.42,35.9,,,,,,,,,,,,,,,,,,,,171.7157833
958,[72],SiO3/OH = 0.5 60ºC AL/GGBFS = 0.35,34.01,16.62,1.71,34.85,9.11,0.48,0.46,1.55,0.69,0.04,0,0,,0.25,,,560,,,,1148,668,1816,2.74,2.74,54,23.30%,20.80%,56%,84,14,0.246428571,1.555555556,0.9,3.2,0.1,0,0,0,67.146,0.25,60,,24,24.24,28.88,,21.26,24.24,,,28.88,30.12,,,,,,,,,,,,,,,,,,,,152.9729833
959,[72],SiO3/OH = 1.5 60ºC AL/GGBFS = 0.35,34.01,16.62,1.71,34.85,9.11,0.48,0.46,1.55,0.69,0.04,0,0,,0.3,,,560,,,,1148,668,1816,2.74,2.74,64,23.30%,20.80%,56%,104,14,0.3,1.625,0.9,3.2,0.1,0,0,0,81.536,0.25,60,,24,26.68,32.02,,24.46,26.68,,,32.02,35.2,,,,,,,,,,,,,,,,,,,,178.0209833
960,[72],SiO3/OH = 2.5 60ºC AL/GGBFS = 0.35,34.01,16.62,1.71,34.85,9.11,0.48,0.46,1.55,0.69,0.04,0,0,,0.35,,,560,,,,1148,668,1816,2.74,2.74,75,23.30%,20.80%,56%,121,14,0.35,1.613333333,0.9,3.2,0.2,0,0,0,95.165,0.25,60,,24,22.8,24.17,,19.44,22.8,,,24.17,32.64,,,,,,,,,,,,,,,,,,,,200.2117833
961,[72],SiO3/OH = 0.5 80ºC AL/GGBFS = 0.25,34.01,16.62,1.71,34.85,9.11,0.48,0.46,1.55,0.69,0.04,0,0,,0.25,,,560,,,,1148,668,1816,2.74,2.74,108,23.30%,20.80%,56%,32,14,0.25,0.296296296,0.9,3.2,0.1,0,0,0,74.452,0.25,80,,24,29.75,29.67,,27.06,29.75,,,29.67,32.04,,,,,,,,,,,,,,,,,,,,119.8565167
962,[72],SiO3/OH = 1.5 80ºC AL/GGBFS = 0.25,34.01,16.62,1.71,34.85,9.11,0.48,0.46,1.55,0.69,0.04,0,0,,0.3,,,560,,,,1148,668,1816,2.74,2.74,129,23.30%,20.80%,56%,39,14,0.3,0.302325581,0.9,3.2,0.2,0,0,0,89.271,0.25,80,,24,33.4,34.61,,31.07,33.4,,,34.61,38.26,,,,,,,,,,,,,,,,,,,,134.9233167
963,[72],SiO3/OH = 2.5 80ºC AL/GGBFS = 0.25,34.01,16.62,1.71,34.85,9.11,0.48,0.46,1.55,0.69,0.04,0,0,,0.35,,,560,,,,1148,668,1816,2.74,2.74,151,23.30%,20.80%,56%,45,14,0.35,0.298013245,0.9,3.2,0.2,0,0,0,104.209,0.25,80,,24,42.42,44.64,,38.71,42.42,,,44.64,50.11,,,,,,,,,,,,,,,,,,,,149.2777167
964,[72],SiO3/OH = 0.5 80ºC AL/GGBFS = 0.30,34.01,16.62,1.71,34.85,9.11,0.48,0.46,1.55,0.69,0.04,0,0,,0.25,,,560,,,,1148,668,1816,2.74,2.74,82,23.30%,20.80%,56%,58,14,0.25,0.707317073,0.9,3.2,0.1,0,0,0,71.358,0.25,80,,24,31.33,32.98,,28.1,31.33,,,32.98,51.07,,,,,,,,,,,,,,,,,,,,138.3789167
965,[72],SiO3/OH = 1.5 80ºC AL/GGBFS = 0.30,34.01,16.62,1.71,34.85,9.11,0.48,0.46,1.55,0.69,0.04,0,0,,0.3,,,560,,,,1148,668,1816,2.74,2.74,89,23.30%,20.80%,56%,69,14,0.282142857,0.775280899,0.9,3.2,0.1,0,0,0,80.111,0.25,80,,24,31.76,41.96,,28.65,31.76,,,41.96,48.8,,,,,,,,,,,,,,,,,,,,152.6953167
966,[72],SiO3/OH = 2.5 80ºC AL/GGBFS = 0.30,34.01,16.62,1.71,34.85,9.11,0.48,0.46,1.55,0.69,0.04,0,0,,0.35,,,560,,,,1148,668,1816,2.74,2.74,115,23.30%,20.80%,56%,81,14,0.35,0.704347826,0.9,3.2,0.2,0,0,0,99.925,0.25,80,,24,31.64,37.26,,24.95,31.64,,,37.26,42.85,,,,,,,,,,,,,,,,,,,,174.9241167
967,[72],SiO3/OH = 0.5 80ºC AL/GGBFS = 0.35,34.01,16.62,1.71,34.85,9.11,0.48,0.46,1.55,0.69,0.04,0,0,,0.25,,,560,,,,1148,668,1816,2.74,2.74,54,23.30%,20.80%,56%,84,14,0.246428571,1.555555556,0.9,3.2,0.1,0,0,0,67.146,0.25,80,,24,32.74,37.65,,24.45,32.74,,,37.65,41.24,,,,,,,,,,,,,,,,,,,,156.1813167
968,[72],SiO3/OH = 1.5 80ºC AL/GGBFS = 0.35,34.01,16.62,1.71,34.85,9.11,0.48,0.46,1.55,0.69,0.04,0,0,,0.3,,,560,,,,1148,668,1816,2.74,2.74,64,23.30%,20.80%,56%,104,14,0.3,1.625,0.9,3.2,0.1,0,0,0,81.536,0.25,80,,24,29.84,39.05,,27.26,29.84,,,39.05,44.71,,,,,,,,,,,,,,,,,,,,181.2293167
969,[72],SiO3/OH = 2.5 80ºC AL/GGBFS = 0.35,34.01,16.62,1.71,34.85,9.11,0.48,0.46,1.55,0.69,0.04,0,0,,0.35,,,560,,,,1148,668,1816,2.74,2.74,75,23.30%,20.80%,56%,121,14,0.35,1.613333333,0.9,3.2,0.2,0,0,0,95.165,0.25,80,,24,27.65,30.01,,21.09,27.65,,,30.01,39.56,,,,,,,,,,,,,,,,,,,,203.4201167
970,[72],SiO3/OH = 0.5 100ºC AL/GGBFS = 0.25,34.01,16.62,1.71,34.85,9.11,0.48,0.46,1.55,0.69,0.04,0,0,,0.25,,,560,,,,1148,668,1816,2.74,2.74,108,23.30%,20.80%,56%,32,14,0.25,0.296296296,0.9,3.2,0.1,0,0,0,74.452,0.25,100,,24,27.75,31.24,,25.25,27.75,,,31.24,32.48,,,,,,,,,,,,,,,,,,,,123.06485
971,[72],SiO3/OH = 1.5 100ºC AL/GGBFS = 0.25,34.01,16.62,1.71,34.85,9.11,0.48,0.46,1.55,0.69,0.04,0,0,,0.3,,,560,,,,1148,668,1816,2.74,2.74,129,23.30%,20.80%,56%,39,14,0.3,0.302325581,0.9,3.2,0.2,0,0,0,89.271,0.25,100,,24,31.11,33.78,,29.74,31.11,,,33.78,34.7,,,,,,,,,,,,,,,,,,,,138.13165
972,[72],SiO3/OH = 2.5 100ºC AL/GGBFS = 0.25,34.01,16.62,1.71,34.85,9.11,0.48,0.46,1.55,0.69,0.04,0,0,,0.35,,,560,,,,1148,668,1816,2.74,2.74,151,23.30%,20.80%,56%,45,14,0.35,0.298013245,0.9,3.2,0.2,0,0,0,104.209,0.25,100,,24,35.81,35.9,,31.67,35.81,,,35.9,42,,,,,,,,,,,,,,,,,,,,152.48605
973,[72],SiO3/OH = 0.5 100ºC AL/GGBFS = 0.30,34.01,16.62,1.71,34.85,9.11,0.48,0.46,1.55,0.69,0.04,0,0,,0.25,,,560,,,,1148,668,1816,2.74,2.74,82,23.30%,20.80%,56%,58,14,0.25,0.707317073,0.9,3.2,0.1,0,0,0,71.358,0.25,100,,24,30.21,34.44,,27.03,30.21,,,34.44,41.65,,,,,,,,,,,,,,,,,,,,141.58725
974,[72],SiO3/OH = 1.5 100ºC AL/GGBFS = 0.30,34.01,16.62,1.71,34.85,9.11,0.48,0.46,1.55,0.69,0.04,0,0,,0.3,,,560,,,,1148,668,1816,2.74,2.74,89,23.30%,20.80%,56%,69,14,0.282142857,0.775280899,0.9,3.2,0.1,0,0,0,80.111,0.25,100,,24,29.99,37.64,,28.21,29.99,,,37.64,42.26,,,,,,,,,,,,,,,,,,,,155.90365
975,[72],SiO3/OH = 2.5 100ºC AL/GGBFS = 0.30,34.01,16.62,1.71,34.85,9.11,0.48,0.46,1.55,0.69,0.04,0,0,,0.35,,,560,,,,1148,668,1816,2.74,2.74,115,23.30%,20.80%,56%,81,14,0.35,0.704347826,0.9,3.2,0.2,0,0,0,99.925,0.25,100,,24,29.9,35.78,,25.02,29.9,,,35.78,40.86,,,,,,,,,,,,,,,,,,,,178.13245
976,[72],SiO3/OH = 0.5 100ºC AL/GGBFS = 0.35,34.01,16.62,1.71,34.85,9.11,0.48,0.46,1.55,0.69,0.04,0,0,,0.25,,,560,,,,1148,668,1816,2.74,2.74,54,23.30%,20.80%,56%,84,14,0.246428571,1.555555556,0.9,3.2,0.1,0,0,0,67.146,0.25,100,,24,30.26,32.64,,21.75,30.26,,,32.64,40.98,,,,,,,,,,,,,,,,,,,,159.38965
977,[72],SiO3/OH = 1.5 100ºC AL/GGBFS = 0.35,34.01,16.62,1.71,34.85,9.11,0.48,0.46,1.55,0.69,0.04,0,0,,0.3,,,560,,,,1148,668,1816,2.74,2.74,64,23.30%,20.80%,56%,104,14,0.3,1.625,0.9,3.2,0.1,0,0,0,81.536,0.25,100,,24,28.82,34.97,,23.44,28.82,,,34.97,41.05,,,,,,,,,,,,,,,,,,,,184.43765
978,[72],SiO3/OH = 2.5 100ºC AL/GGBFS = 0.35,34.01,16.62,1.71,34.85,9.11,0.48,0.46,1.55,0.69,0.04,0,0,,0.35,,,560,,,,1148,668,1816,2.74,2.74,75,23.30%,20.80%,56%,121,14,0.35,1.613333333,0.9,3.2,0.2,0,0,0,95.165,0.25,100,,24,22.25,29.46,,18.95,22.25,,,29.46,31.84,,,,,,,,,,,,,,,,,,,,206.62845
979,[73],G125,29.945,10.0725,3.005,46.1775,2.035,0.2375,0.8025,2.2325,0.46,0.135,0,0,,0,225,75,,,,,1193.02,795.35,1988.37,,,29.46,16.27%,34.64%,49%,11.786,10,0.137486667,0.400067889,2.1,6.6,0.5,125.19,0,0,146.723514,1,100,1,40,25.693423,29.616083,,,25.693423,,,29.616083,,,,,,,,,,,,,,,,,,,,,266.602852
980,[73],G150,40.58,15.835,3.73,31.275,1.69,0.185,0.745,1.505,0.92,0.27,0,0,,0,150,150,,,,,1171.48,780.99,1952.47,,,58.93,16.27%,34.64%,49%,23.57,10,0.275,0.399966061,2.1,6.5,0.5,100.38,0,0,143.450737,1,100,1,40,31.0870805,35.2058735,,,31.0870805,,,35.2058735,,,,,,,,,,,,,,,,,,,,,223.366276
981,[73],G175,51.215,21.5975,4.455,16.3725,1.345,0.1325,0.6875,0.7775,1.38,0.405,0,0,,0,75,225,,,,,1149.96,766.64,1916.6,,,88.39,16.27%,34.64%,49%,35.36,10,0.4125,0.400045254,2.1,6.4,0.5,75.57,0,0,140.176651,1,100,1,40,30.3025485,33.8329425,,,30.3025485,,,33.8329425,,,,,,,,,,,,,,,,,,,,,180.13084
982,[73],G1100,57.9,31.11,5.07,1.29,0.97,0.09,1,0.05,0,0,0,0,,0,0,300,,,,,1128.44,752.29,1880.73,,,117.86,16.27%,34.64%,49%,47.14,10,0.55,0.399966061,2.1,6.3,0.5,50.76,0,0,136.901474,1,100,1,40,28.439285,31.38128,,,28.439285,,,31.38128,,,,,,,,,,,,,,,,,,,,,136.891344
